Phone Number,Message,Received
TM-BIGBKT ,Received,"bigbasketeer, highest number of items ordered on Bigbasket Supersaver was 0000 and highest saved was Rs.0000 i.e. 0000% off on MRP in Jan. Wholesale prices home delivered for free https://l.bigbasket.com/P0000Uu0000lGwwb"
TM-BIGBKT ,Received,"bigbasketeer, highest order value on Bigbasket Supersaver was Rs.0000,0000 after saving 0000 on MRP in Jan. Wholesale prices home delivered for free https://u0000.mnge.co/glNprpD"
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/yKQgym0000"
TM-BIGBKT ,Received,"Dear , Aashirvaad atta and Pillsbury atta are heavily discounted on bb Supersaver! Save a min of Rs.0000 on your order on Supersaver. Update the bigbasket app to use Supersaver. https://u0000.mnge.co/Z0000wYv"
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/Z0000ZVkE0000"
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible to save Min. Rs.0000 on 0000+ products on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/pJn0000MJy"
TM-BIGBKT ,Received,"Hi bigbasketeer, in next 0000 hrs you can save up to 0000% off on these best sellers https://u0000.mnge.co/rLo0000Xk Flash sale ends at 0000:0000 AM on Bigbasket Supersaver."
TM-BIGBKT ,Received,"Dear bigbasketeer, it's raining savings! Get Min. 0000% off on all products inside on bigbasket Supersaver. Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/0000g0000wDgk"
TM-BIGBKT ,Received,"Dear bigbasketeer, now get Min. 0000% off on all products on bigbasket Supersaver. The offer expires on 0000th March. Shop now https://u0000.mnge.co/RQQDyDE"
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/0000AmExqG"
TM-BIGBKT ,Received,"Dear bigbasketeer, Flash Sale has started on bigbasket Supersaver best sellers. Add products to your cart now. Update the app to use Supersaver https://u0000.mnge.co/EYBqzqk"
TM-BIGBKT ,Received,"Dear bigbasketeer, You are eligible for Flat 0000% off on bigbasket Supersaver. Hand-picked best sellers at half price today! Update the app to use Supersaver on bigbasket. Shop now https://u0000.mnge.co/kYz0000zE"
TM-BIGBKT ,Received,"Dear bigbasketeer, Big Indian Grocery Sale is live now. Get up to 0000% off on 0000,0000+ products. Shop now https://u0000.mnge.co/qO0000pAEy"
TM-BIGBKT ,Received,"Hi Sandipan, in next 0000 hrs you can save up to 0000% off on these best sellers https://u0000.mnge.co/V0000PEG0000 Flash sale ends at 0000:0000 AM on Bigbasket Supersaver."
TM-BYJUEP ,Received,"Hi Aspirant, UGC NET Dec 0000 Result Out! Share now and win exciting rewards.
Click here www.gs.im/l/rs0000h0000CrM0000Xn
-BYJU'S Exam Prep"
TM-DOCONN ,Received,CONFIRMED Sandipan Dutta's appointment for 0000th July 0000:0000 PM with Dr. Usha Rathi at Somani Health Clinic. For details: https://docon.app/Xxb0000zdpG  -DocOn
TM-DOCONN ,Received,CONFIRMED Sandipan Dutta's appointment for 0000th Oct 0000:0000 AM with Dr. Usha Rathi at Somani Health Clinic. For details: https://docon.app/0000U0000vtxAB  -DocOn
TM-DOCONN ,Received,Thank you for visiting  Dr. Usha Rathi ! View prescriptions and book appointment at https://docon.cc/0000FMEY -Docon
TM-DOCONN ,Received,Thank you for visiting  Dr. Usha Rathi ! View prescriptions and book appointment at https://docon.cc/gcUYt -Docon
TM-EATSRE ,Received,0000 SurePoints are about to expire in 0000 days. Too delicious to waste! Order your favourite food on EatSure today! bit.ly/esurep
TM-FLPKRT ,Received,"Dear Customer, You're 0000% Pre-approved for Credit Up to Rs.0000 Lakh + Rs.0000 OFF* on your 0000st Tnx. Activate Flipkart Pay Later Now> 

http://fkrt.it/g0000WnXYuuuN"
TM-FLPKRT ,Received,"Dear Customer, You're 0000% Pre-qualified for Flipkart Axis Bank Credit Card. Enjoy 0000% Cashback on all txns. Apply in 0000 Seconds> 

http://fkrt.it/bMAmHiNNNN"
TM-FLPKRT ,Received,"Hey, Did you know? You're 0000% Pre-approved for credit up to Rs.0000 Lakh with Flipkart Pay Later. Sign-up & get Rs.0000* Gift Card

http://fkrt.it/KeBsn0000uuuN"
TM-FLPKRT ,Received,"Dear Customer, Exclusive Offer! Credit up to Rs.0000 Lakh* with Flipkart Pay Later. Sign-up & Get Rs.0000 Gift Card*. Limited Offer.

http://fkrt.it/ZIYDyYuuuN"
TM-FLPKRT ,Received,"Dear Customer, Christmas Special Offer! Shop with Flipkart Axis Bank Credit Card & get Rs.0000* Gift Card. Apply in 0000 Secs.

http://fkrt.it/0000gX0000nFNNNN"
TM-FLPKRT ,Received,"Dear Customer, New Year OFFER! Shop with Flipkart Axis Bank Credit Card & get 0000% Cashback + Rs.0000* Gift Card. Apply in 0000 Secs.

http://fkrt.it/LgsVZGuuuN"
TM-FLPKRT ,Received,"Dear Customer, You're Pre-Approved for Credit Up to Rs.0000 Lakh* with Flipkart Pay Later. Sign-up & Get Rs.0000* Gift Card Now >

http://fkrt.it/a_E0000ruuuN"
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/q0000NvOy -Housing"
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/Qpm0000lnL -Housing"
TM-housng ,Received,"Hi Sandipan,
Handpicked properties in Thane West @ 0000.0000k, as per your search preferences. Check https://u0000.mnge.co/EM0000RYPY -Housing"
TM-housng ,Received,"Hi Sandipan,
Check out newly added properties in Thane West at https://u0000.mnge.co/RGOKY0000K matching your search -Housing.com"
TM-housng ,Received,"Hi Sandipan,
Check out newly added properties in Thane West at https://u0000.mnge.co/MzLwrM0000 matching your search -Housing.com"
TM-ITDCPC ,Received,"Dear Taxpayer, Your e-Filing account password has been changed successfully
- e-Filing, Income Tax Department"
TM-MYTNEU ,Received,"Hi Sandipan! Welcome to Tata Neu. Now shop, travel, make payments, and earn rewards like never before. 
- Team Tata Neu"
TM-MYTNEU ,Received,"Hi! 0000 is your OTP to log in to Tata Neu. The code is valid for just 0000 mins. It's great to have you back!

-Team Tata Neu

mytTjKEKMvy"
TM-NABSKT ,Received,One Time Password (OTP) to verify your Nature's Basket account is 0000. This OTP will be valid for the next 0000 mins.
TM-NBComm ,Received,"Hi Sandipan Dutta!
Get extra income by renting out your vacant home
Skip the brokerage & list your property on NoBroker: https://u0000.mnge.co/V0000P0000vNA"
TM-NBHome ,Received,"Hi Sandipan Dutta, We, at NoBroker, value your opinion. Please fill up this short survey & help us to improve our service - https://u0000.mnge.co/WJENBVv"
TM-NBHome ,Received,Looking to buy property? Get end to end interior solutions for your new home at the lowest prices with NoBroker home interiors. Click https://u0000.mnge.co/mvJJyO0000
TM-NBHome ,Received,"Hey, give your home a makeover! Get up to 0000% off on 0000 star rated Interior services with NoBroker! Click https://u0000.mnge.co/0000VjX"
TM-NBHome ,Received,"Hey, you chose our tenant plan. Dont miss out on our 0000-star rated cleaning services. Book your slot on NoBroker & get up to 0000% off https://u0000.mnge.co/KJg0000BnM"
TM-NBHome ,Received,Hi Sandipan Dutta. We helped you with house hunting. How about a sanitised home? Book NoBroker Cleaning Services at up to 0000% OFF https://u0000.mnge.co/rPOXGLL
TM-NBHome ,Received,"Hi Sandipan Dutta, give your home a fresh start. Book NoBroker home cleaning service for amazing deals and discounts! https://u0000.mnge.co/Y0000xoNgn"
TM-NOBRKR ,Received,"Hi Sandipan,
Call Sandeep (owner) at 0000 for a brokerage free 0000 BHK in Thane West (Rs 0000) Or get a Personal Assistant from NoBroker to find a home and arrange house visits for you.
Visit http://nobr.kr/sv/sgMdr or call 0000.
NoBroker"
TM-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Shiv Srushti Chs for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/0000Ly0000t0000 to view them and complete your property search at the earliest.
NoBroker"
TM-PHEASY ,Received,"Hi Sandipan Dutta, Your PharmEasy order was just delivered. Happy with the delivery? Now you can thank and support our delivery partners in these tough times with a tip: pages.razorpay.com/paytip/?order_id=0000&phone=+0000"
TM-PHEASY ,Received,"Your samples for PharmEasy order 0000 have been collected. Your reports will be ready by July 0000, 0000:0000 AM. Click https://peasy.in/Rating/BeQPJd to rate your experience"
TM-PHEASY ,Received,All reports for your PharmEasy diagnostic order 0000 are now available. Click https://peasy.in/track/yab0000JS to view your reports. We have also sent the reports to your email. We hope to serve you again
TM-PHEASY ,Received,"Hi Sandipan Dutta, all your test reports are now available on PharmEasy. We thank you for choosing PharmEasy diagnostic services and hope to serve you again. Please share your feedback on https://peasy.in/feedback/PXEc0000"
TM-PHEASY ,Received,"Order Placed:
Your PharmEasy order 0000 has been successfully placed. Track here: https://peasy.in/j_UMlv"
TM-PHEASY ,Received,We have found some items in your PharmEasy order at a lower price! Reduced bill amount is Rs. {#0000.0000 #}. Refund will be issued once all shipments are delivered.
TM-PHRMSY ,Received,Max Savings! Get FLAT Rs.0000 OFF on Full Body Checkup. Code FLAT0000. Call us at 0000 or click here https://peasy.in/diag/PpiKB_ to book. *TC PharmEasy
TM-PHRMSY ,Received,"Hey Plus member, here's a free upgrade for you! Get 0000% Cashback + EXTRA 0000% Cashback upto Rs.0000 on ALL lab tests. Use code PLUS0000. *TC PharmEasy https://peasy.in/gOZHxl"
TM-PHRMSY ,Received,Exclusive deal for you: Get Rs.0000 wallet money + FLAT 0000% OFF on medicines. Use code PTE0000 and order now! *TC PharmEasy https://peasy.in/vgXLTt
TM-PHRMSY ,Received,Introducing PharmEasy SurgiCare for your surgery needs. Get treatment from the best doctors and hospitals in your city. Know more: https://peasy.in/l_IKdM
TM-PHRMSY ,Received,Important message: Enjoy FLAT Rs.0000 OFF + FLAT 0000% OFF on medicines. Use code PEY0000 and order right away! *TC PharmEasy https://peasy.in/FhUECC
TM-PHRMSY ,Received,"Dear customer, get FLAT 0000% OFF on Diabetes related tests . Why wait, book now. Code GET0000. Call 0000 or tap https://peasy.in/mjCuPa *TC PharmEasy"
TM-PHRMSY ,Received,"Dear customer, get FLAT 0000 OFF on Wellness Related tests. Why wait, book now. Code DOR0000. Call 0000 or tap https://peasy.in/cOqYYX *TC PharmEasy"
TM-PHYWLA ,Received,"Dear Student,
 Thank you for being part of PW family. Tell us your about your college life, so we can help you better. - https://u0000.mnge.co/OlOY0000EG
 Thanks, Physics Wallah"
TM-RZRPAY ,Received,"Your payment of Rs.0000 for the subscription to Coursera, Inc. is successful. Any recurring subscription payments will be automatically charged to your card from now - Razorpay"
TM-SBIDCM ,Received,"Dear Customer, your e-mandate on SBI Debit card ending 0000 is active with the following details:
Merchant: Coursera
Description: Coursera, Inc.
Amount (Rs): 0000.0000
Frequency: As Presented
Start date: 0000/0000/0000
End date: 0000/0000/0000
SiHubId: WKJK0000OGYcr"
TM-SHAADI ,Received,"Hi Sandipan D, 0000 members have visited your profile and may be interested in you. 
Click https://t.shaadi.com/0000/NY0000Ec to view"
TM-SRVIFY ,Received,"0000 is your OTP for Servify. Do not share this OTP with anyone. Valid only for 0000 seconds.
- Servify"
TM-ZEPTON ,Received,"Today only! Get a discount of upto 0000% on fruits & veggies. 

Don't miss this deal, Sandy! 

Zepto now: www.gs.im/l/H0000mZlh0000Phn0000"
TM-ZEPTON ,Received,"Dear Customer, make use of the WEEKEND FRESH SALE! 

Save upto 0000% off + FLAT Rs.0000 off on using code FAST0000OO! Don't miss this!

Zepto now: www.gs.im/l/OGuJdM0000n0000tn"
TM-ZEPTON ,Received,"Dear Customer, make use of this splendid deal!

Save flat Rs.0000 on your order by using code FAST0000OO! Don't miss this! 

Zepto now: www.gs.im/l/OW0000kKgLduu"
TM-ZEPTON ,Received,"Dear Customer,

Flat Rs.0000 off Is No Joke!

Don't say no to this splendid deal. Use code FAST0000OO!

Zepto now : www.gs.im/l/gOLxQYaO0000h0000"
TM-ZEPTON ,Received,"Dear Customer, make use of Super Saving Days! 

Save upto 0000% + get flat Rs.0000 off on using code FAST0000OO! 

Don't miss this! Zepto now: www.gs.im/l/AOmUUhOTAdn"
TM-ZEPTON ,Received,"Dear Customer, 

Get FLAT Rs.0000 off on using code FAST0000OO! It's a deal you don't want to miss! Zepto now: www.gs.im/l/N0000r0000IbdYeP"
TM-ZEPTON ,Received,"Sandy, FREE DELIVERY?

We're giving you free delivery on orders above Rs.0000 today! 

Zepto now: www.gs.im/l/BHUZDTdoR0000q"
TM-ZEPTON ,Received,"Dear Customer,

We think you'd love upto Rs.0000 off on your order by using code NEW0000! 

Additionally, get FREE delivery on orders above Rs.0000!

Zepto now: www.gs.im/l/wpZUI0000yhCOH"
TM-ZEPTON ,Received,"Dear Customer,

We think you'd love FREE delivery on orders above Rs.0000! Additionally, get FLAT Rs.0000 off by using the code ZEPTONOW!

Zepto Now: https://bit.ly/0000guLUIe"
TM-ZEPTON ,Received,"Hey Sandy,
 
The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.
 
Order now : www.gs.im/l/SzEjjhN0000GMv"
TM-ZEPTON ,Received,"Hey Sandy,

The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.

Order now : www.gs.im/l/LNn0000djEn0000Tx"
TM-ZEPTON ,Received,"Hey Sandy,

The items in your cart are waiting for you! Zepto now and get it delivered in 0000 mins.

Order now : https://s.zepto.co.in/tC0000/cact"
TM-ZEPTON ,Received,"Dear customer,
Ready to own an iPhone 0000?

Place a Zepto order over Rs.0000 to participate in our daily iPhone contest now https://bit.ly/0000By0000zt"
TM-ZEPTON ,Received,"Dear customer,
Your next phone could be an iPhone 0000.Simply place a Zepto order over Rs.0000 and stand a chance to win! https://bit.ly/0000WgJz0000"
TM-ZEPTON ,Received,"Dear customer,
Want to win an iPhone 0000?

Place a Zepto order over Rs.0000 to participate in our daily iPhone contest now https://bit.ly/0000WkGuQE"
TX-APLOTF ,Received,"Dear Apollo Customer, Your one time password is 0000 and is valid for 0000 mins. oYNCuWtz0000V0000"
TX-EKARTL ,Received,"Out for Delivery: Anand Textile 0000X0000 0000 inch Do... with tracking ID FMPP0000 from flipkart.com, will be delivered today by an EKART Wish Master (call 0000, PIN 0000). To know about safety measures taken to ensure a safe delivery of your order, click here: http://fkrt.it/niyrpeNNNN ."
TX-ELMART ,Received,Thanks for submitting your Packers and Movers Please enter One Time (OTP) 0000 to verify your request at LogisticMart.com and get estimates from best logistic
TX-FRESHC ,Received,"Delighted you chose FreshtoHome
0000% savings on your order of Rs.0000
Get 0000 OFF+0000CashBack Code:FRESH0000

www.FreshToHome.com/d
ENJOY FREE DELIVERY"
TX-FRESHC ,Received,"Best Deals!

Chicken Curry Cut@ Re.0000
Code: CHKN0000
TCA

Chicken+Prawns PD@0000

Special Price on
Bombil @0000
Mackerel @0000
Goat+Chicken @0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"It's Time To Save!

Chicken Curry Cut @ Re.0000
Code: CHKN0000 
TCA

Special Price on
Chicken+Prawns@0000
Chicken Thigh Boneless+lollipop@0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Deal You Can't Resist!
Get Chicken Curry Cut @ Rs.0000
on order above 0000
Use Code: CHKN0000

Chicken+Bangda @0000
www.freshtohome.com/d

Bombay Duck @0000
Prawns @0000"
TX-FRESHC ,Received,"Big Savings Alert!

Get Chicken Curry Cut @ Rs.0000
on order above 0000
Use Code: CHKN0000

Chicken@0000
Bangda@0000

www.freshtohome.com/d
Prawns@0000
Bombil@0000"
TX-FRESHC ,Received,"Big Savings Alert!

Get Chicken Curry Cut @ Rs.0000
on order above 0000
Use Code: CHKN0000

Chicken+Bangda @0000

www.freshtohome.com/d
Chicken Lollipop@0000
Bombil@0000"
TX-FRESHC ,Received,"Fresh & healthy@FTH

0000 Fresh Cash is available in your Wallet
Will Expire Soon

Save On
Your Fav Goat Curry Cut @ 0000 
and Rohu @0000
www.FreshToHome.com/d"
TX-FRESHC ,Received,"Alert! 

FreshCash worth Rs.0000 in your wallet is expiring tonight!

Today's Deals
Mackerel @0000
Bombil@0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"It's Time To Save!
Chicken Curry Cut@ Re.0000
Code:CHKN0000
TCA

Goat Leg steaks@0000

Special Price on
Goat@0000
Bombil@0000
Ckn Breast Fillet@0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Surprise! 
FreshCash Rs.0000 credited to your account 
Expiry: TOMORROW

Goat @0000
Rohu @0000

Baasa Fillet @0000
Chicken Breast Fillet @0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Surprise! 
FreshCash Rs.0000 credited to your account 
Expiry: TOMORROW

Chicken Combo @0000
Goat @0000

Triple Combo @ 0000
Baasa Fillet @0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Big Savings Alert!

Get Chicken Curry Cut @ Rs.0000
on order above 0000
Use Code: CHKN0000

Bombil@0000
Goat@0000

www.freshtohome.com/d
Chicken Lollipop @0000
Catla @0000"
TX-FRESHC ,Received,"Surprise!

FreshCash Rs.0000 credited to your account 
Expiry: SUNDAY

Goat @0000
Rohu @0000

Baasa Fillet @0000
Chicken Breast Fillet @0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Hello there, 

Its time you made a move! 
Use code: FRESH0000 
Get 0000 Off + 0000 CashBack 
on your 0000st order 
www.freshtohome.com/d"
TX-FRESHC ,Received,"Congrats!

FreshCash worth Rs.0000 added to your wallet
Expiry: TOMORROW

Chicken Drumsticks @0000

Goat @0000
Chicken Thigh Boneless @0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Alert! 

FreshCash worth Rs.0000 in your wallet is expiring TONIGHT!

Today's Deals
Chicken@0000
Lollipop@0000
Bombil@0000
Prawns@0000
www.freshtohome.com/d"
TX-FRESHC ,Received,"Big Savings Alert!

Get Chicken Curry Cut @ Rs.0000
on order above 0000
Use Code: CHKN0000

Chicken Lollipop @0000
Catla @0000

www.freshtohome.com/d
Goat @0000
Bombil@0000"
TX-FTHOME ,Received,<#> 0000 is your verification code for FreshToHome. BxHNifALmnK
TX-FTHOME ,Received,0000 is your verification code for FreshToHome. Thank you!
TX-GNTOCH ,Received,Karnataka Housing Society Layout near Airport on National Highway close to ITIR and DC Office applications open for General Public. Call 0000 for Rs0000 GT
TX-HOCHOI ,Received,<#> Your Hoichoi Verification Code is 0000. Enjoy Watching! IXKrd0000Jcub0000
TX-HOTSTR ,Received,"Yay!

Disney+ Hotstar Super Plan has been successfully activated on your Disney+ Hotstar account linked to 0000

Amount billed: Rs.0000.0000

Next billing date: Sep 0000, 0000

Start watching - www.hotstar.com/in"
TX-LICOUS ,Received,"<#> Hi, 0000 is the OTP to access your Licious account. Do not share this with anyone. Thank you for using Licious. qT/kZaDArMF"
TX-LICOUS ,Received,"Dear Sandipan, Licious is striving to provide a great meat & seafood experience. Kindly tell us about your experience on klr.pw/uMsWud/m0000jZnj - -Licious"
TX-LSMEAT ,Received,"Dear Customer,
Licious is striving to offer great meat and seafood buying experience. Kindly tell us about your experience on klr.pw/0000dmFlc/m0000jZnj -Licious"
TX-LSMEAT ,Received,"<#> Hi, Your Licious account OTP code is: 0000. Do not share this with anyone. Thank you for using Licious. qT/kZaDArMF"
TX-LSMEAT ,Received,"Your payment has failed, but we have placed the order for you. Please make the payment within 0000 minutes to confirm the order. Else select Pay Online on Delivery/Cash on Delivery to confirm the order now & pay later. -Licious"
TX-LSMEAT ,Received,Your Licious order is out for delivery!. Track your order here https://track.licious.in/0000ddeabb -Licious
TX-LSMEAT ,Received,"Dear Customer,
Your order kfnuz0000va0000nne was delivered successfully. Thank you for choosing Licious. Please rate your delivery experience here https://liciousapp.app.link/A0000blh0000HLyb -Licious"
TX-LSMEAT ,Received,"Dear Customer,
We hope you had a deLicious meal! Please take a minute to rate the product(s) in your order kfnuz0000va0000nne. https://liciousapp.app.link/0000rkrmuGrMyb -Licious"
TX-NIVBUP ,Received,"Dear Sandipan Dutta, your Niva Bupa policy no. 0000 and 0000 is due for renewal on 0000-0000-0000 and 0000-0000-0000 respectively. Please renew now to enjoy the renewal benefits of your policies. Visit : https://tinyurl.com/0000nhsrc0000y to renew now. Please ignore if you have already renewed your plan."
TX-NIVBUP ,Received,"Dear Sandipan Dutta, Unforeseen medical expenses can cause a huge dent in your savings! Your Niva Bupa Health Insurance Policy No. 0000 is due for renewal on 0000-0000-0000. Renew your policy before the due date & enjoy continuity of your benefits. Click on https://tinyurl.com/0000jhz0000yhy to renew your policy in just 0000 Steps. Please ignore if renewed. Team, Niva Bupa"
TX-NIVBUP ,Received,"Dear Sandipan Dutta, we tried reaching you today regarding renewal of your Niva Bupa Health Insurance policy. Renew your policy now & continue enjoying the benefits. Click on https://bit.ly/0000J0000H0000y0000 to renew your policy in just 0000 Steps. Please ignore if renewed. Team, Niva Bupa"
TX-NIVBUP ,Received,"Dear Sandipan Dutta, Don't compromise on your health cover! Renew your Niva Bupa Health Insurance Policy No. 0000 expiring in 0000 days as policy lapsation causes loss of all benefits. Renew your policy before the due date & enjoy continuity of your benefits. Click on https://tinyurl.com/0000jhz0000yhy to renew your policy in just 0000 Steps. Please ignore if renewed. Team, Niva Bupa"
TX-OLDCAR ,Received,"Dear Customer, 
CARS0000 offers the best price for your car.
Give a missed call on 
0000 
or 
book home inspection 
https://bit.ly/0000uDHe0000K. 
-CARS0000"
TX-PORTER ,Received,<#> Your Porter app verification code is 0000. Thank you. m0000cCf/HDb0000q
TX-RCLABL ,Received,"Dear Customer

Redcliffe Labs Offer Full Body checkup 0000+ Tests include Liver Kidney CBC Lipid Urine at Rs.0000

Call 0000

Reg. -bit.ly/rcl0000"
TX-SWIGGY ,Received,Your payment for Swiggy order #0000 was not completed. Any amount if debited from AmazonPay will get refunded within 0000-0000 days
TX-SWIGGY ,Received,Refund of Rs 0000 has been initiated for your Swiggy order 0000. Updated balance should reflect in 0000-0000 days. http://swig.gy/refunds
TX-SWIGGY ,Received,"Dear Swiggy customer, your refund reference number for refund of Rs 0000 is 0000-0000-R0000 . http://swig.gy/refunds"
TX-SWIGGY ,Received,Darjeeling Momos & more has received your swiggy order. http://swig.gy/0000
TX-SWIGGY ,Received,Payment Alert : Your payment for Swiggy order #0000 was not completed. Any amount if debited will be refunded in 0000-0000 days.
TX-SWIGGY ,Received,"Dear Swiggy customer, your refund reference number for refund of Rs 0000 is 0000-R0000 . http://swig.gy/refunds"
TX-SWIGGY ,Received,Cream Chills - Hiranandani Estate has received your swiggy order. http://swig.gy/0000
TX-SWIGGY ,Received,PLEASE SHARE THIS CODE ONLY WHEN YOUR ORDER IS DELIVERED : 0000. Swiggy Order 0000 from Sizzling Chinthai
TX-SWIGGY ,Received,PLEASE SHARE THIS CODE ONLY WHEN YOUR ORDER IS DELIVERED : 0000. Swiggy Order 0000 from JAY BHOLE PAN HOUSE
TX-SWIGGY ,Received,Your Swiggy order #0000 has been cancelled.
TX-SWIGGY ,Received,King Exclusive Paan shop has received your swiggy order. http://swig.gy/0000
TX-SWIGGY ,Received,"Dear Swiggy customer, your refund reference number for refund of Rs 0000.0000 is 0000R0000 . http://swig.gy/refunds"
TX-SWIGGY ,Received,Your payment for Swiggy order #0000 was not completed. Any amount if debited from your card will get refunded within 0000-0000 days.
TX-SWIGGY ,Received,"Dear Swiggy customer, your refund reference number for refund of Rs 0000 is 0000-R0000-R0000 . http://swig.gy/refunds"
TX-THEOBR ,Received,"Dear Guest, your order 0000 is placed successfully and will be ready for delivery soon -Theobroma"
TX-TYCARE ,Received,"Dear Customer,
Aarogyam Screen 0000+0000 @ 0000 LFT,KFT,T.Cholesterol, FBS,Urine,TSH,CBC BOOK Free Home Collection 0000 https://bit.ly/0000csrM0000s 
THYROCARE"
VD-ADHAAR ,Received,OTP for Aadhaar (XX0000) is 0000 (valid for 0000 mins). You can generate 0000 Digit Virtual ID for Aadhaar Authentication.More details at uidai.gov.in
VD-HDFCGI ,Received,Thank you for the payment of Rs.0000 towards your Health insurance proposal. Your Policy will be issued subject to underwriting guidelines.. Team HDFC ERGO Health
VD-HDFCGI ,Received,"We are pleased to inform, your proposal 0000 for SANDIPAN DUTTA is accepted and Policy would be issued soon. Team HDFC ERGO"
VD-Jeevan ,Received,Use code 0000 to verify your phone number on Jeevansathi. jd0000BFawuGFb aZok0000U0000F0000Z
VD-LNTFPL ,Received,"Dear Sandipan, Save your times, now get a personal loan up to 0000 lakh online. Click here http://acl.cc/jPyR0000Ya .L&T Finance"
VD-LNTFPL ,Received,"Dear Sandipan, It's a delight to have you on board. L&T finance presents instant personal loan of Rs 0000.0000 Click here http://acl.cc/MN0000LK0000
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan, It's a delight to have you on board. L&T finance presents instant personal loan of Rs 0000.0000 Click here http://acl.cc/0000dg0000ZOvw
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan, you are precious to us.Get your pre-approved loan of Rs. 0000.0000 with L&T Finance. Click here http://acl.cc/MN0000aE0000W
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan, obtain an instant Personal Loan from L&T Finance of Rs 0000.0000 and say goodbye to the high-interest rate of credit cards. Click here http://acl.cc/EoRl0000veq to apply."
VD-LNTFPL ,Received,"Dear Sandipan get festive-ready with an instant pre-approved personal loan up to Rs 0000 lakh by L&T Finance. Click here http://acl.cc/dL0000EBZL
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan get festive-ready with an instant pre-approved personal loan up to Rs 0000 lakh by L&T Finance. Click here http://acl.cc/oB0000LmV0000N
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan get festive-ready with an instant pre-approved personal loan up to Rs 0000 lakh by L&T Finance. Click here http://acl.cc/vpWgvVXA
 to apply."
VD-LNTFPL ,Received,"Dear Sandipan, Get Quick, Paperless & Hassle-free Personal Loans of up to 0000 lakh from L&T Finance. Click here http://acl.cc/0000p0000AgAlB to apply."
VD-LNTFPL ,Received,"Dear Sandipan, Encash your pre-approved Personal Loan offer of Rs 0000 lakh by L&T Finance. Click here http://acl.cc/XWgxOOXj to apply."
VD-SHAADI ,Received,"Dear Sandipan D,
We have added a new Shaadi Live event for you.Bengali speaking family event is scheduled for 0000:0000 pm today.
Upgrade your membership to participate.
Click on the link below for more details
https://t.shaadi.com/B/rTxxN"
VK-ABPWED ,Received,"(0000yrs,0000'0000"",Kayastha,Mumbai): AW0000 has accepted photo request. https://aevl.page.link/0000Zx0000DBAhmH0000TgHuo0000. - ABP Weddings"
VK-ABPWED ,Received,"Hey Sandipan Dutta, GRAB 0000% extra contacts +0000 month EXTRA on all plans till Sep 0000 weurl.co/Tne0000jG Hurry Up!Tnc - ABP Weddings"
VK-ABPWED ,Received,"Hey Sandipan Dutta! You missed out! Check out the pending requests
weurl.co/UoM0000KS - ABP Weddings"
VK-ADHAAR ,Received,OTP for Aadhaar (XX0000) is 0000 (valid for 0000 mins). Pls update your child's biometrics once they  cross 0000/0000 yrs of age so that  Aadhaar remains valid
VK-AJMRIL ,Received,"Launching Offices Ready for Fit-Outs
Plush Office Space @0000.0000Lacs+
Pay 0000 Taxes
SmartBuy 0000:0000 Pay Plan
Ajmera ICRC, Ghatkopar(W)
XR0000
0000
RERARg"
VK-AKIKOG ,Received,"Dear Customer,
IDFC First Credit Card Zero interest cash withdrawal, 0000+0000 movie ticket Road assistance service, Lifetime Free Card, GET ccclick.thecards.in AKIKO"
